Agency,Program Model,Division,Site Name,Address,Street Number,Street Direction,Street Name,Street Type,Address Line 2,City,State,ZIP,Phone Number,Phone Extension,Ward,Community Area,Community Area Number,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Henry Booth House,Early Head Start – Child Care Partnership,Children Services,Little Folks Day Care,2527 E 73RD ST,2527,E,73RD,ST,,Chicago,IL,60649,7732210300,,7,SOUTH SHORE,43,1194408.2402359,1857063.9886965,41.7627117,-87.5630183,"(41.7627117, -87.5630183)"
Henry Booth House,Early Head Start – Child Care Partnership,Children Services,Loop,2001 S MICHIGAN AVE,2001,S,MICHIGAN,AVE,,Chicago,IL,60616,3122258828,,3,NEAR SOUTH SIDE,33,1177566.2248943,1890708.3050198,41.855432,-87.6237282,"(41.855432, -87.6237282)"
Henry Booth House,Early Head Start – Child Care Partnership,Children Services,Young Achievers Academy,520 E 79TH ST,520,E,79TH,ST,,Chicago,IL,60619,7738469707,,6,GREATER GRAND CROSSING,69,1181186.899639,1852784.7874469,41.7512838,-87.6116076,"(41.7512838, -87.6116076)"
Henry Booth House,Head Start,Children Services,4 Ever Young,441 E 79TH ST,441,E,79TH,ST,,Chicago,IL,60619,7739666872,,6,CHATHAM,44,1180721.9249708,1852690.9085413,41.7510369,-87.6133144,"(41.7510369, -87.6133144)"
Henry Booth House,Head Start,Children Services,Allison's,234 E 115TH ST,234,E,115TH,ST,,Chicago,IL,60628,7738404502,,9,ROSELAND,49,1180008.5344382,1828801.0437229,41.6854964,-87.6166573,"(41.6854964, -87.6166573)"
Henry Booth House,Head Start,Children Services,Allison's (On 71st),440 E 71ST ST,440,E,71ST,ST,,Chicago,IL,60619,7735924391,,6,GREATER GRAND CROSSING,69,1180581.5365932,1858087.3157354,41.7658484,-87.6136634,"(41.7658484, -87.6136634)"
Henry Booth House,Head Start,Children Services,Allison's Infant & Toddler Center - RACINE,5522 S RACINE AVE,5522,S,RACINE,AVE,,Chicago,IL,60636,7734363193,,16,WEST ENGLEWOOD,67,1169227.8698706,1867915.6784645,41.7930718,-87.6549942,"(41.7930718, -87.6549942)"
Henry Booth House,Head Start,Children Services,Beginners Depot,2141 W 79TH ST,2141,W,79TH,ST,,Chicago,IL,60620,7737839270,,18,AUBURN GRESHAM,71,1163279.130497,1852198.6766309,41.7500689,-87.6772473,"(41.7500689, -87.6772473)"
Henry Booth House,Head Start,Children Services,Building Blocks,1120 W 69TH ST,1120,W,69TH,ST,,Chicago,IL,60621,7734882222,,16,ENGLEWOOD,68,1169926.2808549,1859085.9261769,41.7688267,-87.6526895,"(41.7688267, -87.6526895)"
Henry Booth House,Head Start,Children Services,Creative Little Ones,9528 S HALSTED ST,9528,S,HALSTED,ST,,Chicago,IL,60628,7736296119,,21,WASHINGTON HEIGHTS,73,1172617.9770714,1841534.5245421,41.7206045,-87.6433389,"(41.7206045, -87.6433389)"
Henry Booth House,Head Start,Children Services,Crystal Palace,1459 W 74TH ST,1459,W,74TH,ST,,Chicago,IL,60636,7739946844,,17,WEST ENGLEWOOD,67,1167654.6269889,1855624.5702992,41.7593773,-87.6611154,"(41.7593773, -87.6611154)"
Henry Booth House,Head Start,Children Services,East Side Development Center,13338 S BRANDON AVE,13338,S,BRANDON,AVE,,Chicago,IL,60633,7736262223,,10,HEGEWISCH,55,1199400.4094832,1816950.0642391,41.6525114,-87.5460658,"(41.6525114, -87.5460658)"
Henry Booth House,Head Start,Children Services,Gina's Unbelievable,7239 S DOBSON AVE,7239,S,DOBSON,AVE,,Chicago,IL,60619,7733242010,,5,GREATER GRAND CROSSING,69,1184519.5917563,1857066.9720689,41.7629572,-87.5992612,"(41.7629572, -87.5992612)"
Henry Booth House,Head Start,Children Services,Hegewisch,2725 E 130TH ST,2725,E,130TH,ST,,Chicago,IL,60633,7736462400,,10,HEGEWISCH,55,1196392.6697875,1819317.517283,41.6590828,-87.5569926,"(41.6590828, -87.5569926)"
Henry Booth House,Head Start,Children Services,High Mountain,919 N LAVERGNE AVE,919,N,LAVERGNE,AVE,,Chicago,IL,60651,7736263997,,37,AUSTIN,25,1142895.1450835,1905716.5861869,41.8973324,-87.7506142,"(41.8973324, -87.7506142)"
Henry Booth House,Head Start,Children Services,Hope for Youth,5900 W IOWA ST,5900,W,IOWA,ST,,Chicago,IL,60651,7736260322,,29,AUSTIN,25,1136938.468184,1905439.0148288,41.8966796,-87.7724993,"(41.8966796, -87.7724993)"
Henry Booth House,Head Start,Children Services,Jelly Bean 61st,448 E 61ST ST,448,E,61ST,ST,,Chicago,IL,60637,7737335861,,20,WOODLAWN,42,1180494.288999,1864711.8572776,41.7840288,-87.6137801,"(41.7840288, -87.6137801)"
Henry Booth House,Head Start,Children Services,Jelly Bean 63rd,1455 W 63RD ST,1455,W,63RD,ST,,Chicago,IL,60636,7738738888,,16,WEST ENGLEWOOD,67,1167478.4281949,1862920.4278396,41.7794019,-87.6615523,"(41.7794019, -87.6615523)"
Henry Booth House,Head Start,Children Services,Jelly Bean 71st,358-370 E 71ST ST,,E,71ST,ST,,Chicago,IL,60636,7738738888,,6,GREATER GRAND CROSSING,69,1179894.3756518,1858064.5325798,41.7658016,-87.6161828,"(41.7658016, -87.6161828)"
Henry Booth House,Head Start,Children Services,Jelly Bean 74th,7419 S COTTAGE GROVE AVE,7419,S,COTTAGE GROVE,AVE,,Chicago,IL,60619,7738467396,,8,GREATER GRAND CROSSING,69,1182886.6057199,1855904.925134,41.7598065,-87.6052824,"(41.7598065, -87.6052824)"
Henry Booth House,Head Start,Children Services,Jelly Bean 85th,8501 S ASHLAND AVE,8501,S,ASHLAND,AVE,,Chicago,IL,60620,7732395437,,21,AUBURN GRESHAM,71,1167195.1524114,1848320.286786,41.7393432,-87.6630079,"(41.7393432, -87.6630079)"
Henry Booth House,Head Start,Children Services,Jones Academy,4344 S WENTWORTH AVE,4344,S,WENTWORTH,AVE,,Chicago,IL,60609,7735363757,,3,FULLER PARK,37,1175621.4629826,1875998.8976497,41.8151121,-87.6313076,"(41.8151121, -87.6313076)"
Henry Booth House,Head Start,Children Services,Lakeview Development Center,1531 W LAWRENCE AVE,1531,W,LAWRENCE,AVE,,Chicago,IL,60640,7738782223,,47,UPTOWN,3,1164971.8793861,1931910.8915755,41.9687709,-87.6687834,"(41.9687709, -87.6687834)"
Henry Booth House,Head Start,Children Services,Laughs & Giggles,106 W 119TH ST,106,W,119TH,ST,,Chicago,IL,60628,7734687331,,34,WEST PULLMAN,53,1177632.0327945,1826087.7525042,41.6781046,-87.6254387,"(41.6781046, -87.6254387)"
Henry Booth House,Head Start,Children Services,Little Angels Family DayCare,6701 S EMERALD AVE,6701,S,EMERALD,AVE,,Chicago,IL,60621,7734888777,,6,ENGLEWOOD,68,1172529.6197658,1860410.7364015,41.7724052,-87.643108,"(41.7724052, -87.643108)"
Henry Booth House,Head Start,Children Services,Little Folks Day Care,2527 E 73RD ST,2527,E,73RD,ST,,Chicago,IL,60649,7732210300,,7,SOUTH SHORE,43,1194408.2402359,1857063.9886965,41.7627117,-87.5630183,"(41.7627117, -87.5630183)"
Henry Booth House,Head Start,Children Services,Little Leaders of Tomorrow I-Mayfield,301 N MAYFIELD AVE,301,N,MAYFIELD,AVE,,Chicago,IL,60644,7733788302,,29,AUSTIN,25,1137147.1382904,1901437.8067818,41.885696,-87.771829,"(41.885696, -87.771829)"
Henry Booth House,Head Start,Children Services,Loop,2001 S MICHIGAN AVE,2001,S,MICHIGAN,AVE,,Chicago,IL,60616,3122258828,,3,NEAR SOUTH SIDE,33,1177566.2248943,1890708.3050198,41.855432,-87.6237282,"(41.855432, -87.6237282)"
Henry Booth House,Head Start,Children Services,Mae's Daycare Center,1431 W 111TH ST,1431,W,111TH,ST,,Chicago,IL,60643,7734299251,,34,MORGAN PARK,75,1168623.3770897,1831099.3132723,41.6920556,-87.6582698,"(41.6920556, -87.6582698)"
Henry Booth House,Head Start,Children Services,Near South,2929 S WABASH AVE,2929,S,WABASH,AVE,,Chicago,IL,60616,3127910424,,3,DOUGLAS,35,1177244.375558,1885480.6290017,41.8410942,-87.6250678,"(41.8410942, -87.6250678)"
Henry Booth House,Head Start,Children Services,North Kenwood Day Care Center,516 E 43RD ST,516,E,43RD,ST,,Chicago,IL,60653,7732682223,,4,GRAND BOULEVARD,38,1180498.2718155,1876656.4302886,41.8168057,-87.6133987,"(41.8168057, -87.6133987)"
Henry Booth House,Head Start,Children Services,Prodigy Child Learning Center,1921 E 79TH ST,1921,E,79TH,ST,,Chicago,IL,60649,7732213100,,8,SOUTH CHICAGO,46,1190488.5742911,1852935.3182184,41.7514777,-87.5775172,"(41.7514777, -87.5775172)"
Henry Booth House,Head Start,Children Services,South Shore United Methodist Child Care,7350 S JEFFERY BLVD,7350,S,JEFFERY,BLVD,,Chicago,IL,60649,7733244430,,7,SOUTH SHORE,43,1190780.7630703,1856405.1900357,41.7609923,-87.5763346,"(41.7609923, -87.5763346)"
Henry Booth House,Head Start,Children Services,Star Kids Math & Science,11053 S VINCENNES AVE,11053,S,VINCENNES,AVE,,Chicago,IL,60643,7737795900,,34,MORGAN PARK,75,1167343.8047187,1831228.1311679,41.6924365,-87.6629509,"(41.6924365, -87.6629509)"
Henry Booth House,Head Start,Children Services,West Austin,4920 W MADISON ST,4920,W,MADISON,ST,,Chicago,IL,60644,7732612223,,28,AUSTIN,25,1143481.4200519,1899609.7838165,41.8805636,-87.7486137,"(41.8805636, -87.7486137)"
Henry Booth House,Head Start,Children Services,Young Achievers Academy,520 E 79TH ST,520,E,79TH,ST,,Chicago,IL,60619,7738469707,,6,GREATER GRAND CROSSING,69,1181186.899639,1852784.7874469,41.7512838,-87.6116076,"(41.7512838, -87.6116076)"
Howard Area Community Center,Child Care Only,Children Services,Howard Area Family Center,7510 N ASHLAND AVE,7510,N,ASHLAND,AVE,,Chicago,IL,60626,7737647610,,49,ROGERS PARK,1,1164104.2341761,1949941.911814,42.018267,-87.6714612,"(42.018267, -87.6714612)"
Howard Area Community Center,Head Start,Children Services,Howard Area Family Center,7510 N ASHLAND AVE,7510,N,ASHLAND,AVE,,Chicago,IL,60626,7737647610,,49,ROGERS PARK,1,1164104.2341761,1949941.911814,42.018267,-87.6714612,"(42.018267, -87.6714612)"
Illinois Action for Children,Head Start Support Services,Children Services,Illinois Action for Children,4753 N BROADWAY ST,4753,N,BROADWAY,ST,,Chicago,IL,60640,7737698011,,46,UPTOWN,3,1167519.967846,1931913.5918863,41.9687237,-87.6594141,"(41.9687237, -87.6594141)"
Illinois Action for Children,Head Start Support Services – RTL,Children Services,Illinois Action for Children,4753 N BROADWAY ST,4753,N,BROADWAY,ST,,Chicago,IL,60640,7737698011,,46,UPTOWN,3,1167519.967846,1931913.5918863,41.9687237,-87.6594141,"(41.9687237, -87.6594141)"
Illinois Student Transportation,Head Start Support Services,Children Services,Illinois Student Transportation,459 N PULASKI RD,459,N,PULASKI,RD,,Chicago,IL,60624,7736383660,,37,HUMBOLDT PARK,23,1149677.0433136,1902987.3233393,41.8897139,-87.7257759,"(41.8897139, -87.7257759)"
Infant Welfare Society of Chicago,Early Head Start – RTL,Children Services,Infant Welfare Society of Chicago,3600 W FULLERTON AVE,3600,W,FULLERTON,AVE,,Chicago,IL,60647,7737825057,,31,LOGAN SQUARE,22,1151959.3296117,1915757.723332,41.9247124,-87.7170574,"(41.9247124, -87.7170574)"
"It Takes A Village Child Care Services, Incorporated",Early Head Start – Child Care Partnership,Children Services,It Takes a Village,4000 W DIVISION ST,4000,W,DIVISION,ST,,Chicago,IL,60651,7732761730,,37,HUMBOLDT PARK,23,1149481.8609302,1907747.3449281,41.9027797,-87.726369,"(41.9027797, -87.726369)"
"It Takes A Village Child Care Services, Incorporated",Head Start,Children Services,It Takes a Village,4000 W DIVISION ST,4000,W,DIVISION,ST,,Chicago,IL,60651,7732761730,,37,HUMBOLDT PARK,23,1149481.8609302,1907747.3449281,41.9027797,-87.726369,"(41.9027797, -87.726369)"
"Judah International Outreach Ministries, Inc.",Head Start,Children Services,Judah International Outreach Ministries,856 N PULASKI RD,856,N,PULASKI,RD,,Chicago,IL,60641,7737703739,,37,HUMBOLDT PARK,23,1149520.3160635,1905659.3868216,41.8970494,-87.726282,"(41.8970494, -87.726282)"
Kendall College,Head Start Support Services,Children Services,Kendall College,900 N NORTH BRANCH ST,900,N,NORTH BRANCH,ST,,Chicago,IL,60622,3127522146,,27,NEAR NORTH SIDE,8,1170802.6342533,1906517.8960191,41.8989653,-87.6480903,"(41.8989653, -87.6480903)"
Korean American Community Services,Child Care Only,Children Services,Korean American Community Services,4300 N CALIFORNIA AVE,4300,N,CALIFORNIA,AVE,,Chicago,IL,60618,7735838281,,33,IRVING PARK,16,1156899.3812498,1928470.4262861,41.9594981,-87.6985595,"(41.9594981, -87.6985595)"
Korean American Community Services,Head Start,Children Services,Korean American Community Services,4300 N CALIFORNIA AVE,4300,N,CALIFORNIA,AVE,,Chicago,IL,60618,7735838281,,33,IRVING PARK,16,1156899.3812498,1928470.4262861,41.9594981,-87.6985595,"(41.9594981, -87.6985595)"
Lutheran Social Services of Illinois,Child Care Only,Children Services,Winthrop Childrens Center,4848 N WINTHROP AVE,4848,N,WINTHROP,AVE,,Chicago,IL,60640,7738783210,,46,UPTOWN,3,1167952.1745504,1932558.4940142,41.970484,-87.6578062,"(41.970484, -87.6578062)"
Lutheran Social Services of Illinois,Early Head Start – Child Care Partnership,Children Services,Winthrop Childrens Center,4848 N WINTHROP AVE,4848,N,WINTHROP,AVE,,Chicago,IL,60640,7738783210,,46,UPTOWN,3,1167952.1745504,1932558.4940142,41.970484,-87.6578062,"(41.970484, -87.6578062)"
Lutheran Social Services of Illinois,Head Start,Children Services,"Asian Human Services, Inc",2838 W PETERSON AVE,2838,W,PETERSON,AVE,,Chicago,IL,60659,7735644944,,50,WEST RIDGE,2,1156171.5029906,1939779.2488742,41.9905448,-87.7009285,"(41.9905448, -87.7009285)"
Lutheran Social Services of Illinois,Head Start,Children Services,Austin Town Hall,5610 W LAKE ST,5610,W,LAKE,ST,,Chicago,IL,60644,7733790901,,29,AUSTIN,25,1138840.1680845,1902232.7554783,41.8878469,-87.7655924,"(41.8878469, -87.7655924)"
Lutheran Social Services of Illinois,Head Start,Children Services,Rogers Park,1754 W DEVON AVE,1754,W,DEVON,AVE,,Chicago,IL,60660,7732623366,,40,ROGERS PARK,1,1163436.1816004,1942594.7787472,41.9981204,-87.6741277,"(41.9981204, -87.6741277)"
Lutheran Social Services of Illinois,Head Start,Children Services,Winthrop Childrens Center,4848 N WINTHROP AVE,4848,N,WINTHROP,AVE,,Chicago,IL,60640,7738783210,,46,UPTOWN,3,1167952.1745504,1932558.4940142,41.970484,-87.6578062,"(41.970484, -87.6578062)"
Mary Crane League,Child Care Only,Children Services,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,316,N,PULASKI,RD,,Chicago,IL,60624,7732655954,,28,WEST GARFIELD PARK,26,1149635.7132821,1901604.3437961,41.8859196,-87.7259636,"(41.8859196, -87.7259636)"
Mary Crane League,Child Care Only,Children Services,Mary Crane Center (Molade Child Dev.),1120 N LAMON AVE,1120,N,LAMON,AVE,,Chicago,IL,60651,7732877365,,37,AUSTIN,25,1143450.4588269,1907088.526814,41.9010868,-87.7485402,"(41.9010868, -87.7485402)"
Mary Crane League,Child Care Only,Children Services,Mary Crane Center (Morse),1545 W MORSE AVE,1545,W,MORSE,AVE,,Chicago,IL,60626,7732621390,,49,ROGERS PARK,1,1164615.8564875,1946107.7268444,42.007735,-87.6696879,"(42.007735, -87.6696879)"
Mary Crane League,Early Head Start,Children Services,Little Achievers Academy,3801 W DIVERSEY AVE,3801,W,DIVERSEY,AVE,,Chicago,IL,60647,7732761600,,31,LOGAN SQUARE,22,1150556.2296153,1918308.9742552,41.9317408,-87.7221462,"(41.9317408, -87.7221462)"
Mary Crane League,Early Head Start,Children Services,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,316,N,PULASKI,RD,,Chicago,IL,60624,7732655954,,28,WEST GARFIELD PARK,26,1149635.7132821,1901604.3437961,41.8859196,-87.7259636,"(41.8859196, -87.7259636)"
Mary Crane League,Early Head Start,Children Services,Mary Crane Center (Lathrop),2905 N LEAVITT ST,2905,N,LEAVITT,ST,,Chicago,IL,60618,7739388131,,1,NORTH CENTER,5,1161226.1526477,1919312.9624989,41.9342804,-87.6829078,"(41.9342804, -87.6829078)"
Mary Crane League,Early Head Start,Children Services,Mary Crane Center (Molade Child Dev.),1120 N LAMON AVE,1120,N,LAMON,AVE,,Chicago,IL,60651,7732877365,,37,AUSTIN,25,1143450.4588269,1907088.526814,41.9010868,-87.7485402,"(41.9010868, -87.7485402)"
Mary Crane League,Early Head Start – RTL,Children Services,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,316,N,PULASKI,RD,,Chicago,IL,60624,7732655954,,28,WEST GARFIELD PARK,26,1149635.7132821,1901604.3437961,41.8859196,-87.7259636,"(41.8859196, -87.7259636)"
Mary Crane League,Early Head Start – RTL,Children Services,Raise Up A Child,116 E 113TH ST,116,E,113TH,ST,,Chicago,IL,60628,7737851172,,9,ROSELAND,49,1179010.8985764,1830106.1715505,41.6891006,-87.6202699,"(41.6891006, -87.6202699)"
Mary Crane League,Head Start,Children Services,Archdiocese-Maternity BVM,1537 N LAWNDALE AVE,1537,N,LAWNDALE,AVE,,Chicago,IL,60651,7732271140,,26,HUMBOLDT PARK,23,1151454.8982703,1910113.3638409,41.9092337,-87.7190594,"(41.9092337, -87.7190594)"
Mary Crane League,Head Start,Children Services,Archdiocese-St. Ethelreda,8734 S PAULINA ST,8734,S,PAULINA,ST,,Chicago,IL,60620,7732381757,,21,AUBURN GRESHAM,71,1166497.7812881,1846612.0309263,41.7346704,-87.6656115,"(41.7346704, -87.6656115)"
Mary Crane League,Head Start,Children Services,Archdiocese-St. Mary,1026 W BUENA AVE,1026,W,BUENA,AVE,,Chicago,IL,60613,7734723711,,46,UPTOWN,3,1168542.6290965,1928205.0362736,41.9585252,-87.6557616,"(41.9585252, -87.6557616)"
Mary Crane League,Head Start,Children Services,Archdiocese-St. Nicholas,3721 W 62ND ST,3721,W,62ND,ST,,Chicago,IL,60629,7737351121,,23,WEST LAWN,65,1152534.1415432,1863198.29384,41.7804717,-87.7163329,"(41.7804717, -87.7163329)"
Mary Crane League,Head Start,Children Services,Archdiocese-St. Sabina,7801 S THROOP ST,7801,S,THROOP,ST,,Chicago,IL,60620,7734834300,,17,AUBURN GRESHAM,71,1169276.7597426,1853040.4917693,41.7522514,-87.655245,"(41.7522514, -87.655245)"
Mary Crane League,Head Start,Children Services,Little Achievers Academy,3801 W DIVERSEY AVE,3801,W,DIVERSEY,AVE,,Chicago,IL,60647,7732761600,,31,LOGAN SQUARE,22,1150556.2296153,1918308.9742552,41.9317408,-87.7221462,"(41.9317408, -87.7221462)"
Mary Crane League,Head Start,Children Services,Little Kids Village Learning II,2656 W 71ST ST,2656,W,71ST,ST,,Chicago,IL,60629,7737764753,,17,CHICAGO LAWN,66,1159639.1126163,1857499.0486324,41.7646893,-87.6904408,"(41.7646893, -87.6904408)"
Mary Crane League,Head Start,Children Services,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,316,N,PULASKI,RD,,Chicago,IL,60624,7732655954,,28,WEST GARFIELD PARK,26,1149635.7132821,1901604.3437961,41.8859196,-87.7259636,"(41.8859196, -87.7259636)"
Mary Crane League,Head Start,Children Services,Mary Crane Center (Lathrop),2905 N LEAVITT ST,2905,N,LEAVITT,ST,,Chicago,IL,60618,7739388131,,1,NORTH CENTER,5,1161226.1526477,1919312.9624989,41.9342804,-87.6829078,"(41.9342804, -87.6829078)"
Mary Crane League,Head Start,Children Services,Mary Crane Center (Molade Child Dev.),1120 N LAMON AVE,1120,N,LAMON,AVE,,Chicago,IL,60651,7732877365,,37,AUSTIN,25,1143450.4588269,1907088.526814,41.9010868,-87.7485402,"(41.9010868, -87.7485402)"
Mary Crane League,Head Start,Children Services,Mary Crane Center (Morse),1545 W MORSE AVE,1545,W,MORSE,AVE,,Chicago,IL,60626,7732621390,,49,ROGERS PARK,1,1164615.8564875,1946107.7268444,42.007735,-87.6696879,"(42.007735, -87.6696879)"
McDermott Center dba Haymarket Center,Child Care Only,Children Services,Wholly Innocence Day Care Center,34 N SANGAMON ST,34,N,SANGAMON,ST,,Chicago,IL,60607,3122267984,,25,NEAR WEST SIDE,28,1170046.6977576,1900608.7522953,41.8827668,-87.6510394,"(41.8827668, -87.6510394)"
Metropolitan Family Services,Child Care Only,Children Services,Midway Childrens Center,3215 W 63RD ST,3215,W,63RD,ST,,Chicago,IL,60629,7738842350,,17,CHICAGO LAWN,66,1155961.9208047,1862633.3426425,41.7788532,-87.7037811,"(41.7788532, -87.7037811)"
Metropolitan Family Services,Child Care Only,Children Services,North Childrens Center,3255 N CENTRAL AVE,3255,N,CENTRAL,AVE,,Chicago,IL,60634,7733713782,,30,PORTAGE PARK,15,1138491.0358614,1921323.8020451,41.9402413,-87.7664112,"(41.9402413, -87.7664112)"
Metropolitan Family Services,Early Head Start,Children Services,Calumet Family Service Center,235 E 103RD ST,235,E,103RD,ST,,Chicago,IL,60628,7733713600,,9,ROSELAND,49,1179773.5668514,1836690.0464968,41.7071503,-87.6172774,"(41.7071503, -87.6172774)"
Metropolitan Family Services,Early Head Start – RTL,Children Services,Calumet Family Service Center,235 E 103RD ST,235,E,103RD,ST,,Chicago,IL,60628,7733713600,,9,ROSELAND,49,1179773.5668514,1836690.0464968,41.7071503,-87.6172774,"(41.7071503, -87.6172774)"
Metropolitan Family Services,Early Head Start – RTL,Children Services,Learning and Wellness Center-Libby,5338 S LOOMIS BLVD,5338,S,LOOMIS,BLVD,,Chicago,IL,60609,7735350101,,20,NEW CITY,61,1167869.0559088,1869180.5386494,41.796572,-87.6599405,"(41.796572, -87.6599405)"
Metropolitan Family Services,Early Head Start – RTL,Children Services,Midway Childrens Center,3215 W 63RD ST,3215,W,63RD,ST,,Chicago,IL,60629,7738842350,,17,CHICAGO LAWN,66,1155961.9208047,1862633.3426425,41.7788532,-87.7037811,"(41.7788532, -87.7037811)"
Metropolitan Family Services,Head Start,Children Services,Midway Childrens Center,3215 W 63RD ST,3215,W,63RD,ST,,Chicago,IL,60629,7738842350,,17,CHICAGO LAWN,66,1155961.9208047,1862633.3426425,41.7788532,-87.7037811,"(41.7788532, -87.7037811)"
Metropolitan Family Services,Head Start,Children Services,Midway Head Start,6422 S KEDZIE AVE,6422,S,KEDZIE,AVE,,Chicago,IL,60629,7738842400,,17,CHICAGO LAWN,66,1156120.6592813,1861719.7381099,41.776343,-87.7032237,"(41.776343, -87.7032237)"
Metropolitan Family Services,Head Start,Children Services,North Childrens Center,3255 N CENTRAL AVE,3255,N,CENTRAL,AVE,,Chicago,IL,60634,7733713782,,30,PORTAGE PARK,15,1138491.0358614,1921323.8020451,41.9402413,-87.7664112,"(41.9402413, -87.7664112)"
