,facility_name,address,community_area,phone_number,zipcode,operation_time,longitude,latitude,x_coordinate,y_coordinate,service_type,notes
536,FCCH-Lucia Rubio,5522 W NEWPORT AVE,PORTAGE PARK,,60641,,-87.7651678,41.9432665,1138822.0101074,1922428.4474209,family support (children services),Early Head Start – Child Care Partnership
537,FCCH-Margarita Delvalle,1004 N KEDZIE AVE,HUMBOLDT PARK,,60651,,-87.70682679999999,41.8993612,1154810.8928075,1906539.9115442,family support (children services),Early Head Start – Child Care Partnership
538,FCCH-Marisela Martinez,5018 W DRUMMOND PL,BELMONT CRAGIN,,60639,,-87.75221020000001,41.9288492,1142382.8220014,1917198.3697368,family support (children services),Early Head Start – Child Care Partnership
539,North Avenue Day Nursery,2001 W PIERCE AVE,WEST TOWN,7733424499,60622,,-87.677553,41.909260700000004,1162752.8809871,1910206.8494855,family support (children services),Early Head Start – Child Care Partnership
540,North Avenue Day Nursery,2001 W PIERCE AVE,WEST TOWN,7733424499,60622,,-87.677553,41.909260700000004,1162752.8809871,1910206.8494855,family support (children services),Head Start
541,Northwestern University Settlement House,1400 W AUGUSTA BLVD,WEST TOWN,7732787471,60642,,-87.6626288,41.899893799999994,1166841.9661295,1906824.9676557998,family support (children services),Child Care Only
542,Northwestern University Settlement House,1400 W AUGUSTA BLVD,WEST TOWN,7732787471,60642,,-87.6626288,41.899893799999994,1166841.9661295,1906824.9676557998,family support (children services),Head Start
543,Onward Neighborhood House - Belmont Cragin,5423 W DIVERSEY AVE,BELMONT CRAGIN,7736223215,60639,,-87.7622615,41.9312172,1139641.9394446001,1918042.8888233998,family support (children services),Child Care Only
544,Onward Neighborhood House - Belmont Cragin,5423 W DIVERSEY AVE,BELMONT CRAGIN,7736223215,60639,,-87.7622615,41.9312172,1139641.9394446001,1918042.8888233998,family support (children services),Early Head Start
545,ABC Preschool,3800 N AUSTIN AVE,DUNNING,7736859033,60634,,-87.77679090000001,41.94945560000001,1135645.2415841,1924663.0086486,family support (children services),Head Start
546,La Escuelita Daycare,3001 W DIVERSEY AVE,LOGAN SQUARE,7732787511,60647,,-87.7025803,41.9319485,1155879.6321062,1918423.2251611,family support (children services),Head Start
547,Lake Shore School,6759 N GREENVIEW AVE,ROGERS PARK,7737431118,60626,,-87.6680138,42.0053247,1165077.6808183999,1945232.9290007,family support (children services),Head Start
548,New Beginnings,5445 W NORTH AVE,AUSTIN,7733855365,60639,,-87.7622976,41.909308,1139685.2683091,1910059.1041672002,family support (children services),Head Start
549,Onward Neighborhood House - Belmont Cragin,5423 W DIVERSEY AVE,BELMONT CRAGIN,7736223215,60639,,-87.7622615,41.9312172,1139641.9394446001,1918042.8888233998,family support (children services),Head Start
550,Ounce Of Prevention Fund,333 W MONROE ST,LOOP,3129223863,60603,,-87.6362231,41.8805203,1174088.0072213002,1899822.5564514,family support (children services),Early Head Start Support Services – Child Care Partnership
551,SGA Youth and Family Services,2300 S MILLARD AVE,SOUTH LAWNDALE,7735675991,60623,,-87.7163078,41.849743700000005,1152359.7279371999,1888440.6536472,family support (children services),Early Head Start
552,FCCH-Laura Maldonado,4810 S KEDVALE AVE,ARCHER HEIGHTS,,60632,,-87.72734,41.8056184,1149467.3892962,1872340.2310318002,family support (children services),Early Head Start – Child Care Partnership
553,FCCH-Maria Rosalba Zermeno,3234 W 66TH ST,CHICAGO LAWN,7735014327,60629,,-87.7044078,41.7735998,1155804.9911148997,1860717.798113,family support (children services),Early Head Start – Child Care Partnership
554,FCCH-Martha Cruz-Ornelas,2445 S TRUMBULL AVE,SOUTH LAWNDALE,,60623,,-87.7110474,41.8467374,1153800.8962857001,1887355.5251908002,family support (children services),Early Head Start – Child Care Partnership
555,FCCH-Mary Pratts,2857 W 55TH ST,GAGE PARK,,60632,,-87.6960912,41.79354179999999,1158019.7056182,1868001.207923,family support (children services),Early Head Start – Child Care Partnership
556,FCCH-Perla Yasuda,4612 W 82ND ST,ASHBURN,,60652,,-87.7356745,41.7436142,1147352.1091318,1849730.4896173999,family support (children services),Early Head Start – Child Care Partnership
557,SGA Youth and Family Services,2300 S MILLARD AVE,SOUTH LAWNDALE,7735675991,60623,,-87.7163078,41.849743700000005,1152359.7279371999,1888440.6536472,family support (children services),Early Head Start – RTL
558,SGA Youth and Family Services,11 E 47TH ST,GRAND BOULEVARD,3124474352,60603,,-87.62554320000001,41.809135299999994,1177210.7840946,1873833.8646763,family support (children services),Early Head Start Support Services
559,SGA Youth and Family Services,11 E 47TH ST,GRAND BOULEVARD,3124474352,60603,,-87.62554320000001,41.809135299999994,1177210.7840946,1873833.8646763,family support (children services),Head Start Support Services
560,Shining Star #1,3012 E 92ND ST,SOUTH CHICAGO,7739787827,60617,,-87.5506458,41.7283677,1197897.5959227,1844579.8008608997,family support (children services),Early Head Start – Child Care Partnership
561,Shining Star #2,854 E 79TH ST,GREATER GRAND CROSSING,7734887827,60619,,-87.60298709999999,41.7514218,1183538.7772559999,1852854.9404244998,family support (children services),Early Head Start – Child Care Partnership
562,Shining Star #3,338 E 103RD ST,ROSELAND,7739957827,60628,,-87.61467590000001,41.70740870000001,1180483.1491126001,1836790.1269031002,family support (children services),Early Head Start – Child Care Partnership
563,Shining Star #4,10540 S EWING AVE,EAST SIDE,7737687827,60617,,-87.5354317,41.7033363,1202135.0792773,1835496.7555516998,family support (children services),Early Head Start – Child Care Partnership
564,Shining Star #1,3012 E 92ND ST,SOUTH CHICAGO,7739787827,60617,,-87.5506458,41.7283677,1197897.5959227,1844579.8008608997,family support (children services),Head Start
565,Shining Star #2,854 E 79TH ST,GREATER GRAND CROSSING,7734887827,60619,,-87.60298709999999,41.7514218,1183538.7772559999,1852854.9404244998,family support (children services),Head Start
566,Shining Star #3,338 E 103RD ST,ROSELAND,7739957827,60628,,-87.61467590000001,41.70740870000001,1180483.1491126001,1836790.1269031002,family support (children services),Head Start
567,Shining Star #4,10540 S EWING AVE,EAST SIDE,7737687827,60617,,-87.5354317,41.7033363,1202135.0792773,1835496.7555516998,family support (children services),Head Start
568,"Sonrisa Dental, P.C.",2001 S CALIFORNIA AVE,SOUTH LAWNDALE,7734841201,60608,,-87.69539300000001,41.854657200000005,1158044.7336147,1890272.7822692,family support (children services),Head Start Support Services
569,South Shore United Methodist Child Care,7350 S JEFFERY BLVD,SOUTH SHORE,7733244430,60649,,-87.5763346,41.7609923,1190780.7630703,1856405.1900356999,family support (children services),Child Care Only
570,South East Asia Center - Ainslie,1134 W AINSLIE ST,UPTOWN,7739897433,60640,,-87.65916109999999,41.971629,1167580.4488003,1932972.8360591999,family support (children services),Child Care Only
571,South East Asia Center - Broadway,5120 N BROADWAY ,UPTOWN,7739897433,60640,,-87.6599839,41.975176399999995,1167346.5249292,1934263.7676983,family support (children services),Child Care Only
572,South East Asia Center - Foster,1112 W FOSTER AVE,EDGEWATER,7739897433,60640,,-87.65840329999999,41.9764542,1167772.6561399999,1934732.7708482,family support (children services),Child Care Only
573,St. Augustine College,1345 W ARGYLE ST,UPTOWN,7738787502,60640,,-87.6639444,41.9724991,1166277.2158103997,1933279.6854198996,family support (children services),Early Head Start Support Services
574,St. Augustine College,1345 W ARGYLE ST,UPTOWN,7738787502,60640,,-87.6639444,41.9724991,1166277.2158103997,1933279.6854198996,family support (children services),Head Start Support Services
575,The Montessori School of Englewood,6550 S SEELEY AVE,WEST ENGLEWOOD,7735359255,60636,,-87.675134,41.7741895,1163788.5517148997,1860992.4291696998,family support (children services),Head Start
576,FCCH-Carol Starks,6730 S INDIANA AVE,GREATER GRAND CROSSING,7733224414,60637,,-87.6204282,41.771942100000004,1178717.6370968001,1860292.4303018998,family support (children services),Child Care Only
577,FCCH-Iraida Garriga,2523 N PARKSIDE AVE,BELMONT CRAGIN,7734127183,60639,,-87.7671473,41.9265037,1138323.8291539,1916316.5012436002,family support (children services),Child Care Only
578,FCCH-Latashie Taiwo,8609 S INGLESIDE AVE,CHATHAM,8472085315,60615,,-87.60107909999999,41.7382112,1184100.3604805,1848045.5284566002,family support (children services),Child Care Only
579,FCCH-Sherisse Holmes,4119 W 16TH ST,NORTH LAWNDALE,3122355342,60623,,-87.7282832,41.8587171,1149073.9698745,1891687.3252792999,family support (children services),Child Care Only
580,Simpson Academy,1321 S PAULINA ST,NEAR WEST SIDE,3124927799,60608,,-87.6686858,41.8643758,1165293.2341521003,1893869.3954356003,family support (children services),Child Care Only
581,FCCH-Carol Starks,6730 S INDIANA AVE,GREATER GRAND CROSSING,7733224414,60637,,-87.6204282,41.771942100000004,1178717.6370968001,1860292.4303018998,family support (children services),Early Head Start
582,FCCH-Iraida Garriga,2523 N PARKSIDE AVE,BELMONT CRAGIN,7734127183,60639,,-87.7671473,41.9265037,1138323.8291539,1916316.5012436002,family support (children services),Early Head Start
583,FCCH-Latashie Taiwo,8609 S INGLESIDE AVE,CHATHAM,8472085315,60615,,-87.60107909999999,41.7382112,1184100.3604805,1848045.5284566002,family support (children services),Early Head Start
584,FCCH-Sherisse Holmes,4119 W 16TH ST,NORTH LAWNDALE,3122355342,60623,,-87.7282832,41.8587171,1149073.9698745,1891687.3252792999,family support (children services),Early Head Start
585,FCCH-Shirley Oliver,6020 S PAULINA ST,WEST ENGLEWOOD,7739126264,60636,,-87.6669096,41.7842409,1166003.5559646003,1864672.3562656997,family support (children services),Early Head Start
586,Simpson Academy,1321 S PAULINA ST,NEAR WEST SIDE,3124927799,60608,,-87.6686858,41.8643758,1165293.2341521003,1893869.3954356003,family support (children services),Early Head Start
587,Teen Parenting Program,1548 W ADAMS ST,NEAR WEST SIDE,3122917927,60607,,-87.6663954,41.8790114,1165875.6686837,1899207.4255040002,family support (children services),Early Head Start
588,Red Shield,945 W 69TH ST,ENGLEWOOD,7733583224,60621,,-87.64870340000002,41.7686657,1171014.124877,1859035.8819625,family support (children services),Early Head Start – Child Care Partnership
589,"New Moms, Inc.",5317 W CHICAGO AVE,AUSTIN,,60651,,-87.75882390000001,41.894797100000005,1140666.2147578998,1904777.675891,family support (children services),Early Head Start – RTL
590,All Things Are Possible,4014 W CHICAGO AVE,HUMBOLDT PARK,7734892464,60651,,-87.7266648,41.8954679,1149420.1803169,1905082.3644611998,family support (children services),Head Start
591,Creative Little Ones,2809 W 59TH ST,CHICAGO LAWN,7734762562,60628,,-87.6940181,41.786288299999995,1158604.6895577,1865362.2581476,family support (children services),Head Start
592,Family Outreach Initiative,1548 W ADAMS ST,NEAR WEST SIDE,7732917914,60607,,-87.6663954,41.8790114,1165875.6686837,1899207.4255040002,family support (children services),Head Start
593,Incarnation,1345 N KARLOV AVE,HUMBOLDT PARK,7732764118,60651,,-87.7287062,41.9057624,1148837.9592421001,1908829.7591066002,family support (children services),Head Start
594,New Hope,4255 W DIVISION ST,HUMBOLDT PARK,7737724908,60651,,-87.733405,41.9024478,1147567.3331332,1907612.9234858002,family support (children services),Head Start
595,Red Shield,945 W 69TH ST,ENGLEWOOD,7733583224,60621,,-87.64870340000002,41.7686657,1171014.124877,1859035.8819625,family support (children services),Head Start
596,Temple,1 N OGDEN AVE,NEAR WEST SIDE,3122262649,60607,,-87.6659214,41.8814369,1165997.9003046001,1900092.2753589,family support (children services),Head Start
597,Hope for Youth,5900 W IOWA ST,AUSTIN,7736260322,60651,,-87.7724993,41.896679600000006,1136938.468184,1905439.0148288002,family support (children services),Child Care Only
598,Dr. Deton J. Brooks Child Development Center,6921 S STONY ISLAND AVE,SOUTH SHORE,7739661603,60649,,-87.58582750000001,41.7691291,1188165.0631586001,1859347.55451,family support (children services),Child Care Only
599,Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center,532 W 95TH ST,WASHINGTON HEIGHTS,7739661503,60628,,-87.63721720000001,41.721650700000005,1174286.1283711,1841929.2055775002,family support (children services),Child Care Only
600,Dr. Deton J. Brooks Child Development Center,6921 S STONY ISLAND AVE,SOUTH SHORE,7739661603,60649,,-87.58582750000001,41.7691291,1188165.0631586001,1859347.55451,family support (children services),Early Head Start – Child Care Partnership
601,Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center,532 W 95TH ST,WASHINGTON HEIGHTS,7739661503,60628,,-87.63721720000001,41.721650700000005,1174286.1283711,1841929.2055775002,family support (children services),Early Head Start – Child Care Partnership
602,Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center,532 W 95TH ST,WASHINGTON HEIGHTS,7739661503,60628,,-87.63721720000001,41.721650700000005,1174286.1283711,1841929.2055775002,family support (children services),Early Head Start – RTL
603,Dr. Deton J. Brooks Child Development Center,6921 S STONY ISLAND AVE,SOUTH SHORE,7739661603,60649,,-87.58582750000001,41.7691291,1188165.0631586001,1859347.55451,family support (children services),Head Start
604,Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center,532 W 95TH ST,WASHINGTON HEIGHTS,7739661503,60628,,-87.63721720000001,41.721650700000005,1174286.1283711,1841929.2055775002,family support (children services),Head Start
605,YMCA - McCormick Tribune,1834 N LAWNDALE AVE,LOGAN SQUARE,7732352525,60647,,-87.71928709999999,41.9146756,1151378.7266418,1912095.9361292,family support (children services),Child Care Only
606,YMCA - Rauner,2700 S WESTERN AVE,LOWER WEST SIDE,7738473115,60608,,-87.6855022,41.843307700000004,1160770.5240064,1886157.2253562,family support (children services),Child Care Only
607,YMCA - South Side,6330 S STONY ISLAND AVE,WOODLAWN,7733262570,60637,,-87.58659140000002,41.7796631,1187923.3430709,1863184.2367383998,family support (children services),Child Care Only
608,Dr. Effie O Ellis,10 S KEDZIE AVE,EAST GARFIELD PARK,7735339011,60612,,-87.7062601,41.8806532,1155015.0061331,1899723.8403174,family support (children services),Early Head Start
609,Jeanne Kenney Day Care Center,7600 S PARNELL AVE,GREATER GRAND CROSSING,7738861216,60620,,-87.6385396,41.7560783,1173823.8465706,1854471.3486771,family support (children services),Early Head Start
610,Logan Square - First Lutheran,3500 W FULLERTON AVE,LOGAN SQUARE,7738625960,60647,,-87.7145963,41.9247427,1152628.9858267999,1915773.568559,family support (children services),Early Head Start
611,Orr Infant Toddler Program,730 N PULASKI RD,HUMBOLDT PARK,7738261090,60624,,-87.726203,41.89444829999999,1149548.5295642999,1904711.7083424,family support (children services),Early Head Start
612,YMCA - Garfield,7 N HOMAN BLVD,EAST GARFIELD PARK,7732653900,60624,,-87.7108666,41.8811661,1153759.1892066998,1899901.6081781997,family support (children services),Early Head Start
